Nature's Promise Baby Spinach & Kale	3.99	5 oz container	1	3.99
SB Crushed Red Pepper	3.29	1.5 oz	1	3.29
SB Chopped Onions	1.69	12 oz	10	16.90
Goya Prime Premium Black Beans	2.79	29 oz	8	22.32
Goya Prime Premium Red Kidney Beans	2.99	29 oz	3	8.97
SB Minced Garlic in Water	6.99	32 oz	2	13.98
Banana	0.59/lb	about 0.42 lbs	2.4 lb	1.42
Yellow Onion Bag	2.99	3 lb bag	1	2.99
Goya Coconut Milk	3.19	13.5 fl oz	3	9.57
