Gardein Classic Meatless Meatballs	6.29	12.7 oz	1	6.29
Gala Apple	1.49/lb	about 0.4833 lbs	3.56 lb	5.30
Domino Sugar, Granulated	3.99	4 lb	3	11.97
Nature's Promise Organic Raspberries	5.19	10 oz	2	10.38
Banana	0.59/lb	about 0.415 lbs	2.91 lb	1.72
SB Green Peas	2.09	16 oz	3	6.27
Scott 1000 Toilet Paper, Septic-Safe, 1-Ply	5.19	4 ct	1	5.19
SB Blueberries	3.99	12 oz	1	3.99
Dole Sliced Frozen Strawberries	4.69	14 oz	1	4.69
Green Giant Chopped Spinach, No Sauce	1.99	9 oz	2	3.98
