Cheerios Cereal, Whole Grain, Family Size	6.89	18 oz	3	19.67
Thai Kitchen Rice Noodles, Thin	5.59	8.8 oz	6	33.54
Wegmans Frozen Raspberries	5.79	12 oz bag	1	5.79
Bananas, Each	0.59/lb	about 0.25 lbs	2.96 lb	1.75
Wegmans Organic Firm Tofu	2.29	14 oz	4	9.16
Wegmans Organic Broccoli Florets	4.59	10 oz bag	3	13.77
Wyman's Triple Berry	14.99	3 lb	1	14.99
